index,axis,true,pred,prob,text
440,JP,0,1,0.9491702318191528,"'Ding ding ding! Can you say false dichotomy? changes? shocked But seriously, sounds really good! Haha, that is so cute! D I can't think of any of mine off the top of my head, but I'm sure I believed ..."
442,IE,0,1,0.7168402075767517,"'No, I feel excited! Then nervous... Then I start crying... then I laugh historically. The I go to work, avoiding everyone until my shift is over. YAY!!! D You're too scientific. . Hello guys what I'm..."
442,TF,1,0,0.022034084424376488,"'No, I feel excited! Then nervous... Then I start crying... then I laugh historically. The I go to work, avoiding everyone until my shift is over. YAY!!! D You're too scientific. . Hello guys what I'm..."
442,JP,0,1,0.9992610812187195,"'No, I feel excited! Then nervous... Then I start crying... then I laugh historically. The I go to work, avoiding everyone until my shift is over. YAY!!! D You're too scientific. . Hello guys what I'm..."
443,JP,1,0,0.02022579312324524,'What is this place? Why am I being repeatedly summoned here? D I don't really like puzzle games unless they're colorful enough to keep me entertained and have a good story behind them. I guess I don'...
444,NS,0,1,0.9983441829681396,"'You have some theory on this? me if you succeed in this, please. Although I think much of it is like InsanityRemix said. I think that Sis are more shackled to past experiences and especially how they..."
444,JP,0,1,0.9973931312561035,"'You have some theory on this? me if you succeed in this, please. Although I think much of it is like InsanityRemix said. I think that Sis are more shackled to past experiences and especially how they..."
446,IE,1,0,0.03145904839038849,'Bump Escobar and Co. Escobar ENTJ Gustavo ISTx Tata ISFP Valleria Velez sp? ExTx Fernando Duque ESTP Law Enforcement Murphy ISTx Javier Pena ESTP Charles Foster Kane ESTP Jed Leland ISTP Bernstein XN...
447,JP,1,0,0.24310177564620972,"'you know, i can see your point... F types would probably have more trouble than T types to use that Ti or Te function, whatever you're referring to.. however, i don't think this bars them entirely......"
449,JP,0,1,0.9993860721588135,"'1 I aspire to eventually work in the recording industry. 2 I'm allergic to cats, yet I still have one. 3 I have two pugs. 4 I'm currently trying to read The Vampire Lestat by Anne Rice. ... I used to..."
450,NS,1,0,0.0003029211366083473,"'Wishing I could fall asleep or have someone to chat with. I thought there used to be a chat room here? I can't seem to find it... Look at me, I'm such a basket case Delivered to you wrapped in cellop..."
450,JP,0,1,0.9997162222862244,"'Wishing I could fall asleep or have someone to chat with. I thought there used to be a chat room here? I can't seem to find it... Look at me, I'm such a basket case Delivered to you wrapped in cellop..."
451,IE,0,1,0.998539924621582,"Thanks for sharing this.. I think I'm similar. It takes me ages to find someone new also, so when I'm in the wrong relationships. I end up making a mess of it staying in them and trying to make it... ..."
451,NS,1,0,0.014017149806022644,"Thanks for sharing this.. I think I'm similar. It takes me ages to find someone new also, so when I'm in the wrong relationships. I end up making a mess of it staying in them and trying to make it... ..."
451,TF,0,1,0.9991834759712219,"Thanks for sharing this.. I think I'm similar. It takes me ages to find someone new also, so when I'm in the wrong relationships. I end up making a mess of it staying in them and trying to make it... ..."
451,JP,0,1,0.9936698079109192,"Thanks for sharing this.. I think I'm similar. It takes me ages to find someone new also, so when I'm in the wrong relationships. I end up making a mess of it staying in them and trying to make it... ..."
452,IE,1,0,0.0006850432837381959,"'Um, option B would also heat up the bathroom with steam. I take really hot showers so when I get out, I'm usually the one steaming. My meditation is focusing and collecting, so it usually happens at ..."
453,IE,0,1,0.9984751343727112,'I feel like when it comes to interactions sexually its a trust thing. I do not give out trust to many people. Barley anyone. The dynamics between me and someone and me and another one is... I don't k...
453,JP,0,1,0.9996453523635864,'I feel like when it comes to interactions sexually its a trust thing. I do not give out trust to many people. Barley anyone. The dynamics between me and someone and me and another one is... I don't k...
454,NS,1,0,0.0006425841711461544,"'If I could have it my way in real life, chasee I just saw this reply after my post. Good on you. No point suffering your health trying to appease someone who doesn't seem to bother putting minuscule ..."
455,IE,0,1,0.9184895157814026,"'I don't know if my opinion would help at all since I'm a girl, but I'm a lesbian lol, and I guess I have a similar thought process to a guy's having a lot of guy friends who hang out and confide in....."
455,NS,1,0,0.002241889713332057,"'I don't know if my opinion would help at all since I'm a girl, but I'm a lesbian lol, and I guess I have a similar thought process to a guy's having a lot of guy friends who hang out and confide in....."
455,TF,0,1,0.9996387958526611,"'I don't know if my opinion would help at all since I'm a girl, but I'm a lesbian lol, and I guess I have a similar thought process to a guy's having a lot of guy friends who hang out and confide in....."
456,IE,0,1,0.9992861151695251,"I'm only about 4 episodes in and I see her as a ExxP for sure. How did you come to ENFP? Don't worry about spoilers, I love spoilers. Probably too soon to put it up since the weekend isn't even over w..."
457,JP,0,1,0.9993151426315308,"'Someone should cheer me up, I've had a really bad day. I was missing at least a day a week in my final year for similar reasons. My parents knew how to game the system in such a way as to get me out,..."
458,TF,0,1,0.999772846698761,"'There are moments when one has to choose between living one's own life, fully, entirely, completely or dragging out some false, shallow, degrading existence that the world in its hypocrisy demands......"
460,TF,1,0,0.0013137714704498649,"'another xnfp kiss feet of xntj ,or maybe just find win thanks so easy?. when you meet someone who believes is misogynistic and dangerous to be a INTx ,you will understand if you take some time in the..."
460,JP,0,1,0.9844733476638794,"'another xnfp kiss feet of xntj ,or maybe just find win thanks so easy?. when you meet someone who believes is misogynistic and dangerous to be a INTx ,you will understand if you take some time in the..."
463,IE,0,1,0.9975118637084961,"I have narrowed it down to 2, 3, 4 or 6 personally. I haven't finished watching the first season so no spoilers please unless you're describing her as a person that is. the clue is in the title. Why? ..."
463,NS,1,0,0.011945357546210289,"I have narrowed it down to 2, 3, 4 or 6 personally. I haven't finished watching the first season so no spoilers please unless you're describing her as a person that is. the clue is in the title. Why? ..."
463,TF,1,0,0.0022744687739759684,"I have narrowed it down to 2, 3, 4 or 6 personally. I haven't finished watching the first season so no spoilers please unless you're describing her as a person that is. the clue is in the title. Why? ..."
465,IE,0,1,0.996795117855072,"'I noticed I gravitate towards flowy elegant styled things, ponchos as an example. It's literally a blanket you put over your head, can it get any better than that?! Yup, I also love dresses.... Alrea..."
465,TF,1,0,0.08148552477359772,"'I noticed I gravitate towards flowy elegant styled things, ponchos as an example. It's literally a blanket you put over your head, can it get any better than that?! Yup, I also love dresses.... Alrea..."
466,IE,1,0,0.0019977448973804712,"'My part time jobs were working in a juice bar, at a food court serving Italian food and on a wine cruise as a waitress entertainer. I studied commerce but I didn't love it. It was my first degree... ..."
466,TF,1,0,0.004973023664206266,"'My part time jobs were working in a juice bar, at a food court serving Italian food and on a wine cruise as a waitress entertainer. I studied commerce but I didn't love it. It was my first degree... ..."
468,TF,0,1,0.9849427938461304,'no it's still blood. Sent from my iPod touch using Tapatalk my parents were missionaries in El Salvador so I figured when I grew up Id go find Satan get to know him. Make friends. Invite him over for...
469,IE,1,0,0.0032392500434070826,"'Oh yes, it's so fantastically true it's wonderful. I usually reply by trying to point out that my work involves developing original ideas and models, and also by pointing out, at least in my... Altho..."
470,IE,0,1,0.9981050491333008,'Hard liquors are not kind to my mother's side of the family. Really brings out the Mr. Hyde in everyone. Hence why I don't drink any form of liquor when I'm already pissed and the source of the... As...
470,TF,1,0,0.3874167501926422,'Hard liquors are not kind to my mother's side of the family. Really brings out the Mr. Hyde in everyone. Hence why I don't drink any form of liquor when I'm already pissed and the source of the... As...
470,JP,0,1,0.9997653365135193,'Hard liquors are not kind to my mother's side of the family. Really brings out the Mr. Hyde in everyone. Hence why I don't drink any form of liquor when I'm already pissed and the source of the... As...
471,IE,0,1,0.9782578349113464,Loyal perceptive traveler Merry Christmas up in your face with a daring fists ness! Airy chris mists through all parties all attend no tardy I won't offend no insults hardening Breeze style's is full ...
473,NS,1,0,0.0005238111480139196,"'I just typed my ex wife, who is an ESFP. Unlike stone though, I would not want to go back to that at all!!!!!!!!! It s fun in the beginning, but lifelong was not the right move. Now that she has... S..."
473,TF,0,1,0.9997654557228088,"'I just typed my ex wife, who is an ESFP. Unlike stone though, I would not want to go back to that at all!!!!!!!!! It s fun in the beginning, but lifelong was not the right move. Now that she has... S..."
474,NS,0,1,0.9994391798973083,"From my experience, i'd say that i've noticed the generalization too. Compared to my Sx friends, i suck at FPS's and twitch games. I'm more concerned with the narrative of games story is the most... M..."
474,TF,1,0,0.005471881944686174,"From my experience, i'd say that i've noticed the generalization too. Compared to my Sx friends, i suck at FPS's and twitch games. I'm more concerned with the narrative of games story is the most... M..."
476,IE,0,1,0.6537143588066101,"'OMG my sister is such an ENFP! She just found out, and I can't believe I never shared the Meyers Briggs thing with her I thought I did... maybe she forgot, LOL This explains why she was always... I'v..."
477,IE,0,1,0.8966278433799744,"'Thank you! That makes a lot of sense. So Se is the reason he does that so much, then. I know this belongs on another thread probably but.....I don't know what type preferences my one friend has, but ..."
477,NS,0,1,0.9992671608924866,"'Thank you! That makes a lot of sense. So Se is the reason he does that so much, then. I know this belongs on another thread probably but.....I don't know what type preferences my one friend has, but ..."
477,TF,1,0,0.42578309774398804,"'Thank you! That makes a lot of sense. So Se is the reason he does that so much, then. I know this belongs on another thread probably but.....I don't know what type preferences my one friend has, but ..."
477,JP,0,1,0.9999154806137085,"'Thank you! That makes a lot of sense. So Se is the reason he does that so much, then. I know this belongs on another thread probably but.....I don't know what type preferences my one friend has, but ..."
479,TF,1,0,0.28393301367759705,'I am fooled by them all the time. They have an uncanny ability to hide all feeling to the point of conveying the opposite of what they feel...and i find this extremely offputting. To answer the quest...
479,JP,0,1,0.982862114906311,'I am fooled by them all the time. They have an uncanny ability to hide all feeling to the point of conveying the opposite of what they feel...and i find this extremely offputting. To answer the quest...
481,IE,0,1,0.9992451667785645,'dogs are so cute and so are enfps ooooh this is fantastic advice thank you thank you i agree aw why do you think that it can still work! one time i had a plant that died and looked really dead and ev...
481,JP,0,1,0.9992448091506958,'dogs are so cute and so are enfps ooooh this is fantastic advice thank you thank you i agree aw why do you think that it can still work! one time i had a plant that died and looked really dead and ev...
482,IE,0,1,0.9954000115394592,"'Just to mess with your data, I'm a Virgo. Not a Christian, but I'd be a Bogomilist if I was. How is this related to the INTJ board? That is the core difference between ENTJ and INTJ. Other difference..."
483,JP,1,0,0.013753227889537811,'What were the requirements for that job? My degree doesn't have anything to do with writing or journalism but recently I've been considering the possibility that a job that has to do with writing... ...
488,NS,0,1,0.997550904750824,"'I'm so happy that I'm doing creative things. At work, all of my creativity is pushed aside, and I do a lot of work and overtime. I am writing parodies now, which I've always wanted to do! I think of...."
492,IE,0,1,0.9940773248672485,"' actually convince myself that I dislike them P. Everyone around me knows I've fallen hard, though. It's about the only time those around me can actually guess what I'm feeling. I prefer living in ci..."
492,TF,1,0,0.23377498984336853,"' actually convince myself that I dislike them P. Everyone around me knows I've fallen hard, though. It's about the only time those around me can actually guess what I'm feeling. I prefer living in ci..."
492,JP,1,0,0.009401095099747181,"' actually convince myself that I dislike them P. Everyone around me knows I've fallen hard, though. It's about the only time those around me can actually guess what I'm feeling. I prefer living in ci..."
494,JP,0,1,0.8315240740776062,"' Koichi announces his candidacy and victory of the US Presidential Election. couldn't tell you for sure what type of personality Rommel was, but I don't see his behavior in North Africa as being out ..."
495,IE,0,1,0.8053072094917297,"'Haha. Thank you! You guys have been so nice. What type of fanfiction??? Ooh! What kind? Am I that obvious? Hehe. Maybe I should have went with Mulan instead. p Sorry, look at me, being all rude. I di..."
496,IE,0,1,0.9987061023712158,"My favorite book is jane eyre by charlotte Bronte, purely on the fact it held a very special place in my heart as a young teen and i always get nostalgic about it whenever i read it again. The... gah ..."
499,NS,0,1,0.997289776802063,"1. My initial reaction would probably be a combination of confusion and frustration. I would think that the sudden change is a sign that she had been hiding something, which I would dislike... Entp 79..."
502,IE,0,1,0.9992585778236389,"'Yeah, this. Pelao, it can either be consumed or as you said heated. From Erowid yes, I am familiar with the site Concerning DMT, I've heard both positives and negatives about it. On the... I do this...."
503,IE,0,1,0.8275200724601746,"You do have the power, but only when He Man doesn't. I wish I had an attack dog. You know the answer, but you now have Alzheimer's and you forgot them. I wish I were an Oscar Meyer Weiner. The ability..."
503,TF,1,0,0.03725333884358406,"You do have the power, but only when He Man doesn't. I wish I had an attack dog. You know the answer, but you now have Alzheimer's and you forgot them. I wish I were an Oscar Meyer Weiner. The ability..."
505,NS,1,0,0.0005732067511416972,"'That's funny because I count my I too when I'm done with a post. So my gf had a good point. How should I put this, if that other person is in you but there is something holding it back like fear... I..."
505,TF,0,1,0.9997712969779968,"'That's funny because I count my I too when I'm done with a post. So my gf had a good point. How should I put this, if that other person is in you but there is something holding it back like fear... I..."
505,JP,1,0,0.0017335799057036638,"'That's funny because I count my I too when I'm done with a post. So my gf had a good point. How should I put this, if that other person is in you but there is something holding it back like fear... I..."
506,IE,0,1,0.9991433620452881,"' ruins date by showing up 638682 As any healthy human being should I enjoy what feels good and I don't enjoy what feels bad. A healthy ENTJ is ambitious, confident but not a narcissist, vivacious, bo..."
506,JP,1,0,0.0017929348396137357,"' ruins date by showing up 638682 As any healthy human being should I enjoy what feels good and I don't enjoy what feels bad. A healthy ENTJ is ambitious, confident but not a narcissist, vivacious, bo..."
507,IE,0,1,0.9983640313148499,"'I wish I had the sheer level of kindness that an ENFP or could offer, or empathy and understanding that an INFJ could offer... In the end I'd rather just be myself though. This is pure speculation on..."
507,NS,1,0,0.0008328742696903646,"'I wish I had the sheer level of kindness that an ENFP or could offer, or empathy and understanding that an INFJ could offer... In the end I'd rather just be myself though. This is pure speculation on..."
509,IE,0,1,0.9981552958488464,"'I decided to go through the thread and eliminate from the list those who have since changed their typing. Types organized by preferred perceiving function, I before E, F before T op was I and F .... ..."
509,NS,0,1,0.9173622131347656,"'I decided to go through the thread and eliminate from the list those who have since changed their typing. Types organized by preferred perceiving function, I before E, F before T op was I and F .... ..."
509,TF,1,0,0.0019249676261097193,"'I decided to go through the thread and eliminate from the list those who have since changed their typing. Types organized by preferred perceiving function, I before E, F before T op was I and F .... ..."
513,TF,1,0,0.006581158377230167,"'My mind is constantly in brain storming mode I dont always follow through but it's fun going through the motions either way. I am judgemental but not on surface level, it's pretty important to give e..."
513,JP,0,1,0.9995867609977722,"'My mind is constantly in brain storming mode I dont always follow through but it's fun going through the motions either way. I am judgemental but not on surface level, it's pretty important to give e..."
515,IE,0,1,0.5270866751670837,"'Well if all of this is true, then this is further proof that, for ME at least, MBTI is much more accurate than Enneagram. Sorry Enneagram lovers. wink Another thing that made me originally think... W..."
517,TF,1,0,0.001247079810127616,'First and last update on the cat We have absolutely NO clue where she is hiding during days like seriously we can't find her . But in the morning her bowl of food water is empty and litter box... So ...
518,IE,0,1,0.9854921698570251,"'Truly creepy. Soooo Fe Extraverted Feeling is supposed to be our secondary function. I got picked on a lot when i was a very little girl and I sort've withdrew socially, leaving my Ne and Ti really a..."
518,JP,0,1,0.9992967844009399,"'Truly creepy. Soooo Fe Extraverted Feeling is supposed to be our secondary function. I got picked on a lot when i was a very little girl and I sort've withdrew socially, leaving my Ne and Ti really a..."
519,TF,0,1,0.9759653806686401,"'INFJs have strong Ti, so it may be picking up on the fact that you're not overly feelsy. But most online tests are bullshit, so don't worry about it. Oh thank God I'm not alone in this. It's easy to ..."
520,JP,1,0,0.0015172094572335482,"MBTI Subtype Compatible Matches Cognitive Functions Global 5 Enneagram Triptype Variant Archetype Bloodtype Genotype you Schizo, Borderline, or Narcissistic? I am Borderline. Also, I am the Hermit but..."
522,IE,0,1,0.9989443421363831,Don't mind the thread necromancy but I thought I would take this thread and use it to say that I am leaving this forum. I have been harassed and insulted for long enough and cannot take anymore of... ...
522,TF,1,0,0.0013414632994681597,Don't mind the thread necromancy but I thought I would take this thread and use it to say that I am leaving this forum. I have been harassed and insulted for long enough and cannot take anymore of... ...
523,TF,1,0,0.0011380852665752172,"'Physical touch, followed by quality time. You don't have to feel selfish. We can just call this curiosity. I'll try to match cog functions in a way that seems to make sense and see if we can't find a..."
523,JP,0,1,0.7285911440849304,"'Physical touch, followed by quality time. You don't have to feel selfish. We can just call this curiosity. I'll try to match cog functions in a way that seems to make sense and see if we can't find a..."
526,IE,0,1,0.9991651773452759,"'Yeah I get that alot. I don't mind because if they didn't care they would bother asking. 27922 Jim November 18, 1952 December 7, 2011 He was a great friend and brother. I miss him dearly. I just want..."
526,JP,1,0,0.0007206549635156989,"'Yeah I get that alot. I don't mind because if they didn't care they would bother asking. 27922 Jim November 18, 1952 December 7, 2011 He was a great friend and brother. I miss him dearly. I just want..."
528,TF,1,0,0.017191212624311447,'Every single day of the year is a cause both for celebration and for mourning. Christmas? Meaningless. They might as well call it Coca Cola day. Let's indulge in shopping for useless or redundant... ...
529,TF,0,1,0.9904409646987915,'I was just scrolling through instagram pics and had a sudden and long overdue epiphany it's the dishonesty that annoys me so much. The hypocrisy. The We're FAMILY so I have to say I love you to... Th...
532,JP,1,0,0.3192477524280548,'I was stuck between ISTP and ISTJ for Bezzerides but think the recent episodes actually go in favor of the former she's obviously not Clint Eastwood but the proper attitude seems superficial she... I...
533,NS,1,0,0.01187138631939888,"'More 80's funk NASA Cassini spacecraft in orbit around Saturn took a picture of the Earth, from 870 million miles away 1.4 billion kilometers away , about a week and a half ago. You can see those pic..."
537,NS,0,1,0.9987494945526123,'Well that was fucking terrifying. Just the once today. ISTJ Put that down On the off chance you're incredibly well endowed I would advise challenging him to a duel. If not ... back to the drawing boa...
537,TF,1,0,0.006013788282871246,'Well that was fucking terrifying. Just the once today. ISTJ Put that down On the off chance you're incredibly well endowed I would advise challenging him to a duel. If not ... back to the drawing boa...
539,IE,0,1,0.9990955591201782,'659586 At least there was no hate in my comment. Not sure if I can say the same for yours. The only person actually being intentionally racist here right now is you. Telling me what to do because of ...
539,NS,0,1,0.8494126200675964,'659586 At least there was no hate in my comment. Not sure if I can say the same for yours. The only person actually being intentionally racist here right now is you. Telling me what to do because of ...
540,TF,0,1,0.9993213415145874,"'Your score was 98 of 100. This puts you in the category of the high Machs, people who do not belive in the goodness of the world and that because that it must be manipulated, people who... My brother..."
541,IE,1,0,0.04795905947685242,"'Love Rex Rex Lover REX ME Love and 91 duh tooooooooooo short need this may the force be with you so i was noticing that when i laugh and have a boner , my boner willl move with my laugh hmmm U2? Me d..."
544,TF,1,0,0.0006344782304950058,"'Not consciously no. But it is something that's occurred to me. Interesting that you mention yoga and meditation. I've read some stuff around the subject, and I'm open to the idea that the two can go...."
545,NS,0,1,0.9875998497009277,"'On my third year of college, and ready to give advice! I don't want you to make the same mistakes I did! On School! Know how heavy of a workload you can handle when signing up for your... Well now I'..."
546,TF,0,1,0.9985104203224182,'I'm about to end a friendship with someone extremely important to me that I consider family and I don't know how I feel about it. I've been friends with her for 9 months and we've been talking... Thi...
546,JP,0,1,0.9993865489959717,'I'm about to end a friendship with someone extremely important to me that I consider family and I don't know how I feel about it. I've been friends with her for 9 months and we've been talking... Thi...
547,NS,1,0,0.0017775443848222494,' I really like their musical interpretations of the greek myths. crazy waay. System of a down? Here's my favorite by them. course.. D Can't leave this one out either though. Iron Maiden's great. I ha...
547,TF,0,1,0.9995425939559937,' I really like their musical interpretations of the greek myths. crazy waay. System of a down? Here's my favorite by them. course.. D Can't leave this one out either though. Iron Maiden's great. I ha...
547,JP,0,1,0.9289158582687378,' I really like their musical interpretations of the greek myths. crazy waay. System of a down? Here's my favorite by them. course.. D Can't leave this one out either though. Iron Maiden's great. I ha...
550,IE,0,1,0.9991244673728943,'Likewise. We need to write our own book then. INTJs are independent. They try to make their own way out of their problems. It is important to remember that they don't spend their passion easily. So y...
550,JP,0,1,0.9995792508125305,'Likewise. We need to write our own book then. INTJs are independent. They try to make their own way out of their problems. It is important to remember that they don't spend their passion easily. So y...
551,TF,1,0,0.002961633028462529,"I'm not sure why it happens to me. I've done it since i can remember though. I was literally wincing at the recall of an embarrassing memory. Once that happened, the back of my mind went rogue... Does..."
551,JP,0,1,0.9133456945419312,"I'm not sure why it happens to me. I've done it since i can remember though. I was literally wincing at the recall of an embarrassing memory. Once that happened, the back of my mind went rogue... Does..."
552,IE,1,0,0.0003944210475310683,Splinter Cell Blacklist for Xbox 360. ESTPs are generally well liked. If you get hated on then it's because you as a person have something to work on. I often come off to people with the opposite of m...
556,IE,0,1,0.9992745518684387,"'How is adding someone on social media needy?? It s just friendly. I would wait a little bit, till you get to know each other better though. Not right away. Ah, no. I m quite the opposite. But, I thin..."
556,NS,1,0,0.0026453665923327208,"'How is adding someone on social media needy?? It s just friendly. I would wait a little bit, till you get to know each other better though. Not right away. Ah, no. I m quite the opposite. But, I thin..."
556,TF,1,0,0.002245570532977581,"'How is adding someone on social media needy?? It s just friendly. I would wait a little bit, till you get to know each other better though. Not right away. Ah, no. I m quite the opposite. But, I thin..."
558,TF,1,0,0.0009578180033713579,"'I Never Find Perfection. ExFP would be my guess, with Perceiving being your strongest preference seems odd that you were typed INTJ . I would guess ESFP, based on being more hands on, and more of a p..."
558,JP,1,0,0.34921354055404663,"'I Never Find Perfection. ExFP would be my guess, with Perceiving being your strongest preference seems odd that you were typed INTJ . I would guess ESFP, based on being more hands on, and more of a p..."
559,IE,1,0,0.3019438683986664,'I wish I were French but alas I am a Kenyan born American. And I'm not sure if they are popular here I took an introductory existentialism class my first semester in college and I've loved both of......
559,TF,0,1,0.9993224143981934,'I wish I were French but alas I am a Kenyan born American. And I'm not sure if they are popular here I took an introductory existentialism class my first semester in college and I've loved both of......
560,IE,0,1,0.9994090795516968,' fun dude keep it up or more like like this guy. I've been analyzing him for months and even watched his 'jojivlogs'. he's an ENTP. coming to collect you all this thread seems like one of those weird...
560,TF,1,0,0.0015391389606520534,' fun dude keep it up or more like like this guy. I've been analyzing him for months and even watched his 'jojivlogs'. he's an ENTP. coming to collect you all this thread seems like one of those weird...
560,JP,0,1,0.9995530247688293,' fun dude keep it up or more like like this guy. I've been analyzing him for months and even watched his 'jojivlogs'. he's an ENTP. coming to collect you all this thread seems like one of those weird...
561,JP,0,1,0.8720818758010864,'1. What are the wings of your fixes and core? Was it hard to realize them? Why or why not? ? 1w9 5w6 4w3. At first I thought maybe 153. But I realised I was confusing SO and One competency triad... d...
562,TF,0,1,0.920834481716156,"'Your husband is lucky to have someone so understanding by his side. Not every feeler is so forgiving and understanding, though. It is sad because most people appear to assume everyone communicates in..."
565,JP,1,0,0.0036104253958910704,'YIKES! When I wall posted you I hadn't read that one! Well... You know me. 12 months at least since I was on here last. In that time I'm obviously going to have found a lady to marry me in... How ver...
567,IE,0,1,0.974296510219574,"'Evening , I'm looking for a partner or two for a serious project that I'm about to embark on. If you have high knowledge of personality types please feel free to contact me via PM. I'll go into... Ta..."
569,NS,1,0,0.0003872595843859017,'I always viewed the parental unit similarly. I'm an introvert and my personality does not jive with people who NEED frequent social interaction or who feel the need to incessantly ask demand trivial....
571,TF,1,0,0.004887896124273539,"'Oh man, memories. That thread was pure gold. First time I manage to supposedly scare an INTP! It made me happy to hear I am occasionally missed. I really miss hanging out here too. blushed Never had ..."
572,IE,0,1,0.9993257522583008,'At times I really do wish I am more E and less I. Is it not more prudent to choose the least damaging method in any situation regardless if it is telling the truth or keep it to yourself? Note not te...
574,IE,0,1,0.9993502497673035,"'Personality typology Nudity Startups. Oh boy. Before I discovered MBTI, I thought I had thought up the best coping mechanism ever, but I was doing the exact same thing too when I was burned out. I gu..."
574,TF,1,0,0.0008705626823939383,"'Personality typology Nudity Startups. Oh boy. Before I discovered MBTI, I thought I had thought up the best coping mechanism ever, but I was doing the exact same thing too when I was burned out. I gu..."
574,JP,0,1,0.9898785352706909,"'Personality typology Nudity Startups. Oh boy. Before I discovered MBTI, I thought I had thought up the best coping mechanism ever, but I was doing the exact same thing too when I was burned out. I gu..."
575,TF,1,0,0.489573210477829,Backstory Trying out a game where players are randomly matched according to some leveling system for one game. I get matched with this player who is either really serious long term or has invested... ...
576,IE,0,1,0.9720887541770935,"'I dunno, I mean, where are their egos, LOL? Can't type someone with an invisible ego or maybe hidden . Always thought Rose seemed like a classic feeling type old Rose seemed inferior feeling though, ..."
576,NS,0,1,0.9923123717308044,"'I dunno, I mean, where are their egos, LOL? Can't type someone with an invisible ego or maybe hidden . Always thought Rose seemed like a classic feeling type old Rose seemed inferior feeling though, ..."
576,JP,0,1,0.9849866032600403,"'I dunno, I mean, where are their egos, LOL? Can't type someone with an invisible ego or maybe hidden . Always thought Rose seemed like a classic feeling type old Rose seemed inferior feeling though, ..."
579,TF,1,0,0.0659523531794548,"'58139...burn, one last time 57979 Birthday 4th December Sign Sagittarius 57329 So addicted to this one...just beautiful! happy Singularity... 56963 56962 We are all visitors to this time, this place...."
580,TF,1,0,0.007802850566804409,"'Just because information is easily distorted doesn't mean it's invalid. It just means you have be careful. And it means you need to engage with people in critical discussion, as we have done in this...."
581,TF,1,0,0.014019620604813099,"'MBTI and Socionics types have no direct correlation. If you want your socionics type, do some research. MBTI defines personality through a study of behaviors, actions, and tendencies. Socionics... IE..."
582,IE,1,0,0.10617727786302567,"'Just the clumsiest person alive. Nothing is safe around me. Even my own body shoulders smashed into corners, toes stubbed . I recently had 5 stitches removed from my pinky finger because the... Try t..."
582,TF,0,1,0.9998724460601807,"'Just the clumsiest person alive. Nothing is safe around me. Even my own body shoulders smashed into corners, toes stubbed . I recently had 5 stitches removed from my pinky finger because the... Try t..."
584,TF,1,0,0.0005008979933336377,"'Swordsman of Mana I know, that, they explain that thoroughly, it's espionage mentality, and I can do that too, in NLP terms, that turns up in front of me, square, hazy, with a treadmill motion as... ..."
584,JP,0,1,0.9995436072349548,"'Swordsman of Mana I know, that, they explain that thoroughly, it's espionage mentality, and I can do that too, in NLP terms, that turns up in front of me, square, hazy, with a treadmill motion as... ..."
585,TF,0,1,0.9877243041992188,"' in this position where I have to actually let go of the person, due to a various reasons. Unfortunately I'm having trouble mustering enough strength to actually pull through it. Sometimes,... WHAT A..."
587,JP,0,1,0.9987127780914307,"'What they put in children's food....delicious! agree, but we cannot change that I don't know if your opinion regarding vaccination will change once you have children, but I figured you don't have chi..."
588,TF,0,1,0.9992328882217407,"Awesome article man! Thanks So, what are you doing right now to fix the issue? Lol do tell I'm diggin this because that's my theory. It makes plenty of sense for me too. Thanks man Solid, but easier s..."
589,IE,0,1,0.9818442463874817,"'Great argument! rolleyes While you are young, is common that you act VERY antisocial. This is because you use your function Ni over all. At some point you will grow up you develop your functions in y..."
589,JP,0,1,0.7880758047103882,"'Great argument! rolleyes While you are young, is common that you act VERY antisocial. This is because you use your function Ni over all. At some point you will grow up you develop your functions in y..."
590,TF,1,0,0.0007822246989235282,"'All the time. I love rocking out to music, especially when I'm playing some heavier stuff, like metal. Most people see me as totally mellowed out and reserved, so it totally surprises them when... Wh..."
591,TF,1,0,0.000684296537656337,"'If enough people want it, then it should happen. Chances are though, you'll have a thread per language, which is contributed to once every couple of months. Moderation shouldn't be much of a problem,..."
592,TF,1,0,0.2933003306388855,"'Dear bubbleboy, Congratulations on graduating today, you worked hard and overcame everything. You can do and be anything, I love you 3 Sincerely, Jedi Jayne bubbleboy Happy birthday SpaceCadette I ho..."
592,JP,0,1,0.7846167087554932,"'Dear bubbleboy, Congratulations on graduating today, you worked hard and overcame everything. You can do and be anything, I love you 3 Sincerely, Jedi Jayne bubbleboy Happy birthday SpaceCadette I ho..."
598,IE,0,1,0.9910094738006592,"'It's a funny mix. When I was single I didn't miss sex, I was fine without. However now that I'm in a relationship my drive has grown huge we haven't had sex yet . My ex said I was hypersexual or... N..."
598,TF,1,0,0.3947579264640808,"'It's a funny mix. When I was single I didn't miss sex, I was fine without. However now that I'm in a relationship my drive has grown huge we haven't had sex yet . My ex said I was hypersexual or... N..."
599,NS,1,0,0.004668440204113722,"'VIIZZY, Yeah, I have that effect on people P I guess it's fine as long as it flows forwards into new interesting avenues I've been told before about this, it does make sense. You don't... dunno if it..."
601,IE,0,1,0.9993289709091187,'Seems about right considering how I plan to vote in the UK. people say and I when they mean and me. So pretentious. So incorrect. This is based only on the people I know personally. ENTP Really funny...
